dataset	model_name	runs_dir	model_params	pairwise_xai	epoch	precision	recall	f1	auroc	auprc	train_loss	val_loss	a1	a10	n	d	L	dm	ly	bs	ep	taumax	h	nperm	noise	gamma	w	rho
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.4_noise0.05	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.973	0.8571	0.9114	0.9768	0.9807	0.2202	0.2491	0.4	.4						32	100				0.05			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max20_num_permutations20_a10.8_noise0.05_coeff_scale0.2	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7955	0.8974	0.8434	0.9375	0.9377	0.0847	0.4099	0.8	.8						32	100				0.05			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.1_noise0.2	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8919	0.8462	0.8684	0.9325	0.9419	0.1372	0.3512	0.1	.1						32	100				0.2			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.1_noise0.1	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9143	0.8421	0.8767	0.9737	0.9745	0.1414	0.2165	0.1	.1						32	100				0.1			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.8_noise0.4	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8696	0.9524	0.9091	0.9599	0.9627	0.1607	0.2755	0.8	.8						32	100				0.4			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.8_noise0.1	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7949	0.8158	0.8052	0.9098	0.9135	0.286	0.3938	0.8	.8						32	100				0.1			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.05_noise0.4	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8444	0.8085	0.8261	0.8665	0.9158	0.1066	0.5273	0.05	.05						32	100				0.4			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.4_noise0.4	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.875	0.814	0.8434	0.9403	0.9538	0.1816	0.3285	0.4	.4						32	100				0.4			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.05_noise0.1	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8621	0.7353	0.7937	0.9214	0.9005	0.1359	0.4237	0.05	.05						32	100				0.1			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.2_noise0.1	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8723	0.9762	0.9213	0.9687	0.9714	0.0947	0.2566	0.2	.2						32	100				0.1			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.2_noise0.05	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9268	0.9268	0.9268	0.9719	0.978	0.1517	0.2091	0.2	.2						32	100				0.05			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.1_noise0.05	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7222	0.7879	0.7536	0.8711	0.8404	0.1489	0.47	0.1	.1						32	100				0.05			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.8_noise0.2	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8421	0.8	0.8205	0.9188	0.9266	0.1589	0.3497	0.8	.8						32	100				0.2			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max20_num_permutations20_a10.8_noise0.1_coeff_scale0.2	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.9189	0.7727	0.8395	0.9432	0.9434	0.1325	0.3117	0.8	.8						32	100				0.1			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.05_noise0.2	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.878	0.9474	0.9114	0.9643	0.9616	0.1272	0.2575	0.05	.05						32	100				0.2			
var_local	lstm	../runs/var_local/lstm/ep100_bs32/tau_max25_num_permutations20_a10.2_noise0.2	{'model_name': 'lstm', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8776	0.8958	0.8866	0.9382	0.9611	0.1236	0.3053	0.2	.2						32	100				0.2			
var_local	tcn	../runs/var_local/tcn_d_model16_layers2/ep100_bs32/tau_max25_num_permutations20_a10.05_noise0.05	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.766	0.8372	0.8	0.846	0.8277	0.2218	0.6153	0.05	.05						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max20_num_permutations20_a10.8_noise0.05_coeff_scale0.05	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7059	0.6316	0.6667	0.7882	0.7347	0.198	0.7628	0.8	.8						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.4_noise0.1	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.75	0.7273	0.7385	0.8801	0.8568	0.2696	0.521	0.4	.4						32	100				0.1			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.4_noise0.2	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.75	0.7317	0.7407	0.8593	0.869	0.222	0.4942	0.4	.4						32	100				0.2			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.1_noise0.4	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8222	0.8222	0.8222	0.8743	0.9052	0.2382	0.5026	0.1	.1						32	100				0.4			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max20_num_permutations20_a10.8_noise0.05_coeff_scale0.4	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7778	0.875	0.8235	0.9031	0.8964	0.301	0.3753	0.8	.8						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.2_noise0.4	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7045	0.8611	0.775	0.8668	0.8681	0.2314	0.5464	0.2	.2						32	100				0.4			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.8_noise0.05	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8205	0.7111	0.7619	0.8152	0.8537	0.1746	0.7309	0.8	.8						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.05_noise0.05	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.7381	0.8857	0.8052	0.9359	0.9263	0.2237	0.3541	0.05	.05						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max20_num_permutations20_a10.8_noise0.05_coeff_scale0.1	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.8649	0.7111	0.7805	0.8667	0.8783	0.2996	0.5406	0.8	.8						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max25_num_permutations20_a10.4_noise0.05	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.6765	0.7931	0.7302	0.8911	0.842	0.1995	0.4737	0.4	.4						32	100				0.05			
var_local	tcn	../runs/var_local/tcn/ep100_bs32/tau_max20_num_permutations20_a10.8_noise0.05_coeff_scale0.2	{'model_name': 'tcn', 'd_model': None, 'hidden': None, 'layers': None}	{'interaction_method': None, 'num_permutations': None, 'tau_max': None, 'baseline': None}	100	0.6444	0.7436	0.6905	0.8305	0.8596	0.3225	0.4992	0.8	.8						32	100				0.05			
